Categoría,Producto,Presentación,anio,mes,Fecha_mes,cantidad_total_mes,num_pedidos,num_clientes
Quesos,Queso en lonchas,Paquete 200g,2024,1,2024-01-01,1455,5,5
Quesos,Queso gouda,Bloque 300g,2024,1,2024-01-01,3263,7,7
Quesos,Queso gruyere,Bloque 300g,2024,1,2024-01-01,5688,12,8
Quesos,Queso havarti,Bloque 200g,2024,1,2024-01-01,4794,10,9
Quesos,Queso mozzarella,Paquete 200g,2024,1,2024-01-01,3516,9,8
Quesos,Queso para untar,Tarrina 250g,2024,1,2024-01-01,5453,10,10
Quesos,Queso parmesano,Rallado 150g,2024,1,2024-01-01,5556,13,11
Quesos,Queso ricota,Envase 250g,2024,1,2024-01-01,4690,12,9
Yogur,Kumis,Botella 1L,2024,1,2024-01-01,12219,22,10
Yogur,Yogur con frutas,Individual,2024,1,2024-01-01,18241,38,15
Yogur,Yogur griego,Individual,2024,1,2024-01-01,20887,41,18
Yogur,Yogur natural,Familiar 1L,2024,1,2024-01-01,5657,14,10
Yogur,Yogur natural,Individual,2024,1,2024-01-01,16472,30,18
Cremas,Crema agria,Tarrina 200g,2024,2,2024-02-01,13353,27,15
Cremas,Crema batida,Spray 250ml,2024,2,2024-02-01,19409,39,17
Cremas,Crema de leche,Cartón 946ml,2024,2,2024-02-01,21009,39,18
Cremas,Queso crema,Tarrina 250g,2024,2,2024-02-01,22487,37,18
Leche,Bebidas lácteas,Botella 1L,2024,2,2024-02-01,3944,10,8
Leche,Bebidas lácteas,Botella 500ml,2024,2,2024-02-01,2702,6,4
Leche,Leche condensada,Lata 397g,2024,2,2024-02-01,9175,17,13
Leche,Leche descremada,Individual,2024,2,2024-02-01,1229,4,4
Leche,Leche descremada,Litro,2024,2,2024-02-01,3710,8,8
Leche,Leche deslactosada,Individual,2024,2,2024-02-01,3447,6,6
Leche,Leche deslactosada,Litro,2024,2,2024-02-01,4932,10,7
Leche,Leche en polvo,Bolsa 400g,2024,2,2024-02-01,6068,9,7
Leche,Leche en polvo,Bolsa 800g,2024,2,2024-02-01,3533,7,5
Leche,Leche entera,Galón,2024,2,2024-02-01,1631,3,3
Leche,Leche entera,Individual,2024,2,2024-02-01,2844,4,4
Leche,Leche entera,Litro,2024,2,2024-02-01,3034,7,6
Leche,Leche evaporada,Lata 354ml,2024,2,2024-02-01,11276,17,10
Leche,Leche saborizada,Botella 500 ml,2024,2,2024-02-01,1325,3,3
Leche,Leche saborizada,Individual,2024,2,2024-02-01,4456,11,7
Leche,Leche semidescremada,Individual,2024,2,2024-02-01,3743,9,9
Leche,Leche semidescremada,Litro,2024,2,2024-02-01,7074,10,8
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,2,2024-02-01,26721,49,18
Mantequilla,Mantequilla con sal,Paquete 454g,2024,2,2024-02-01,18826,40,19
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,2,2024-02-01,22941,50,19
Otros,Cuajada,Envase 250g,2024,2,2024-02-01,19189,38,19
Otros,Dulce de leche,Frasco 250g,2024,2,2024-02-01,13596,26,15
Otros,Helado,Barra individual,2024,2,2024-02-01,6480,12,10
Otros,Helado,Tarrina 500ml,2024,2,2024-02-01,8162,16,9
Otros,Suero de leche,Botella 1L,2024,2,2024-02-01,14753,30,17
Quesos,Queso azul gorgonzola,Cuña 150g,2024,2,2024-02-01,4209,7,6
Quesos,Queso azul roquefort,Cuña 150g,2024,2,2024-02-01,2839,7,6
Quesos,Queso blanco,Bloque 500g,2024,2,2024-02-01,3322,6,4
Quesos,Queso brie,Cuña 200g,2024,2,2024-02-01,4329,9,7
Quesos,Queso camembert,Cuña 200g,2024,2,2024-02-01,4130,8,6
Quesos,Queso cheddar añejo,Bloque 300g,2024,2,2024-02-01,6426,14,11
Quesos,Queso edam,Bloque 300g,2024,2,2024-02-01,8558,14,7
Quesos,Queso en lonchas,Paquete 200g,2024,2,2024-02-01,4148,9,8
Quesos,Queso gouda,Bloque 300g,2024,2,2024-02-01,2902,5,5
Quesos,Queso gruyere,Bloque 300g,2024,2,2024-02-01,3414,6,5
Quesos,Queso havarti,Bloque 200g,2024,2,2024-02-01,6160,10,9
Quesos,Queso mozzarella,Paquete 200g,2024,2,2024-02-01,3574,8,8
Quesos,Queso para untar,Tarrina 250g,2024,2,2024-02-01,3370,8,7
Quesos,Queso parmesano,Rallado 150g,2024,2,2024-02-01,6545,16,11
Quesos,Queso ricota,Envase 250g,2024,2,2024-02-01,4797,8,7
Yogur,Kumis,Botella 1L,2024,2,2024-02-01,12488,26,15
Yogur,Yogur con frutas,Individual,2024,2,2024-02-01,13862,32,17
Yogur,Yogur griego,Individual,2024,2,2024-02-01,11709,32,18
Yogur,Yogur natural,Familiar 1L,2024,2,2024-02-01,9624,22,13
Yogur,Yogur natural,Individual,2024,2,2024-02-01,7158,14,9
Cremas,Crema agria,Tarrina 200g,2024,3,2024-03-01,21640,42,18
Cremas,Crema batida,Spray 250ml,2024,3,2024-03-01,12790,25,13
Cremas,Crema de leche,Cartón 946ml,2024,3,2024-03-01,19853,41,18
Cremas,Queso crema,Tarrina 250g,2024,3,2024-03-01,18840,40,16
Leche,Bebidas lácteas,Botella 1L,2024,3,2024-03-01,2702,7,5
Leche,Bebidas lácteas,Botella 500ml,2024,3,2024-03-01,3018,5,3
Leche,Leche condensada,Lata 397g,2024,3,2024-03-01,7628,16,11
Leche,Leche descremada,Individual,2024,3,2024-03-01,3477,5,5
Leche,Leche descremada,Litro,2024,3,2024-03-01,4519,9,6
Leche,Leche deslactosada,Individual,2024,3,2024-03-01,2180,6,6
Leche,Leche deslactosada,Litro,2024,3,2024-03-01,2268,4,4
Leche,Leche en polvo,Bolsa 400g,2024,3,2024-03-01,3333,6,6
Leche,Leche en polvo,Bolsa 800g,2024,3,2024-03-01,5741,13,9
Leche,Leche entera,Galón,2024,3,2024-03-01,2962,5,5
Leche,Leche entera,Individual,2024,3,2024-03-01,6297,9,8
Leche,Leche entera,Litro,2024,3,2024-03-01,1664,4,4
Leche,Leche evaporada,Lata 354ml,2024,3,2024-03-01,6541,19,12
Leche,Leche saborizada,Botella 500 ml,2024,3,2024-03-01,4839,9,8
Leche,Leche saborizada,Individual,2024,3,2024-03-01,6551,11,8
Leche,Leche semidescremada,Individual,2024,3,2024-03-01,2902,5,4
Leche,Leche semidescremada,Litro,2024,3,2024-03-01,5065,9,9
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,3,2024-03-01,22691,38,18
Mantequilla,Mantequilla con sal,Paquete 454g,2024,3,2024-03-01,26639,46,19
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,3,2024-03-01,20041,45,19
Otros,Cuajada,Envase 250g,2024,3,2024-03-01,15225,31,18
Otros,Dulce de leche,Frasco 250g,2024,3,2024-03-01,16313,36,16
Otros,Helado,Barra individual,2024,3,2024-03-01,5007,13,10
Otros,Helado,Tarrina 500ml,2024,3,2024-03-01,8196,13,7
Otros,Suero de leche,Botella 1L,2024,3,2024-03-01,19122,36,16
Quesos,Queso azul gorgonzola,Cuña 150g,2024,3,2024-03-01,9005,15,11
Quesos,Queso azul roquefort,Cuña 150g,2024,3,2024-03-01,3609,10,7
Quesos,Queso blanco,Bloque 500g,2024,3,2024-03-01,3524,7,7
Quesos,Queso brie,Cuña 200g,2024,3,2024-03-01,1139,2,2
Quesos,Queso camembert,Cuña 200g,2024,3,2024-03-01,6405,16,12
Quesos,Queso cheddar añejo,Bloque 300g,2024,3,2024-03-01,3952,9,8
Quesos,Queso edam,Bloque 300g,2024,3,2024-03-01,4892,11,9
Quesos,Queso en lonchas,Paquete 200g,2024,3,2024-03-01,6034,13,10
Quesos,Queso gouda,Bloque 300g,2024,3,2024-03-01,2679,7,6
Quesos,Queso gruyere,Bloque 300g,2024,3,2024-03-01,6058,10,8
Quesos,Queso havarti,Bloque 200g,2024,3,2024-03-01,6846,12,8
Quesos,Queso mozzarella,Paquete 200g,2024,3,2024-03-01,5689,10,7
Quesos,Queso para untar,Tarrina 250g,2024,3,2024-03-01,4294,8,6
Quesos,Queso parmesano,Rallado 150g,2024,3,2024-03-01,3528,7,5
Quesos,Queso ricota,Envase 250g,2024,3,2024-03-01,5084,9,7
Yogur,Kumis,Botella 1L,2024,3,2024-03-01,19845,39,16
Yogur,Yogur con frutas,Individual,2024,3,2024-03-01,12830,27,16
Yogur,Yogur griego,Individual,2024,3,2024-03-01,20764,38,16
Yogur,Yogur natural,Familiar 1L,2024,3,2024-03-01,8603,19,10
Yogur,Yogur natural,Individual,2024,3,2024-03-01,8856,19,10
Cremas,Crema agria,Tarrina 200g,2024,4,2024-04-01,16396,34,18
Cremas,Crema batida,Spray 250ml,2024,4,2024-04-01,13006,31,16
Cremas,Crema de leche,Cartón 946ml,2024,4,2024-04-01,16246,33,18
Cremas,Queso crema,Tarrina 250g,2024,4,2024-04-01,22406,41,18
Leche,Bebidas lácteas,Botella 1L,2024,4,2024-04-01,7204,13,11
Leche,Bebidas lácteas,Botella 500ml,2024,4,2024-04-01,4034,7,6
Leche,Leche condensada,Lata 397g,2024,4,2024-04-01,6695,15,12
Leche,Leche descremada,Individual,2024,4,2024-04-01,7254,12,10
Leche,Leche descremada,Litro,2024,4,2024-04-01,4175,8,7
Leche,Leche deslactosada,Individual,2024,4,2024-04-01,4134,10,8
Leche,Leche deslactosada,Litro,2024,4,2024-04-01,5819,10,9
Leche,Leche en polvo,Bolsa 400g,2024,4,2024-04-01,4552,7,6
Leche,Leche en polvo,Bolsa 800g,2024,4,2024-04-01,3392,6,3
Leche,Leche entera,Galón,2024,4,2024-04-01,3435,7,7
Leche,Leche entera,Individual,2024,4,2024-04-01,730,2,2
Leche,Leche entera,Litro,2024,4,2024-04-01,2756,7,7
Leche,Leche evaporada,Lata 354ml,2024,4,2024-04-01,10901,20,13
Leche,Leche saborizada,Botella 500 ml,2024,4,2024-04-01,4711,10,8
Leche,Leche saborizada,Individual,2024,4,2024-04-01,4030,10,7
Leche,Leche semidescremada,Individual,2024,4,2024-04-01,3913,9,8
Leche,Leche semidescremada,Litro,2024,4,2024-04-01,2935,6,5
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,4,2024-04-01,23575,47,19
Mantequilla,Mantequilla con sal,Paquete 454g,2024,4,2024-04-01,23684,40,17
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,4,2024-04-01,25017,48,19
Otros,Cuajada,Envase 250g,2024,4,2024-04-01,18409,41,19
Otros,Dulce de leche,Frasco 250g,2024,4,2024-04-01,12127,30,16
Otros,Helado,Barra individual,2024,4,2024-04-01,13259,21,13
Otros,Helado,Tarrina 500ml,2024,4,2024-04-01,7545,13,10
Otros,Suero de leche,Botella 1L,2024,4,2024-04-01,21347,39,16
Quesos,Queso azul gorgonzola,Cuña 150g,2024,4,2024-04-01,5969,14,11
Quesos,Queso azul roquefort,Cuña 150g,2024,4,2024-04-01,3619,5,5
Quesos,Queso blanco,Bloque 500g,2024,4,2024-04-01,1640,3,3
Quesos,Queso brie,Cuña 200g,2024,4,2024-04-01,4010,7,7
Quesos,Queso camembert,Cuña 200g,2024,4,2024-04-01,2007,4,4
Quesos,Queso cheddar añejo,Bloque 300g,2024,4,2024-04-01,6311,12,7
Quesos,Queso edam,Bloque 300g,2024,4,2024-04-01,4798,11,8
Quesos,Queso en lonchas,Paquete 200g,2024,4,2024-04-01,3511,5,5
Quesos,Queso gouda,Bloque 300g,2024,4,2024-04-01,4593,11,8
Quesos,Queso gruyere,Bloque 300g,2024,4,2024-04-01,5285,10,8
Quesos,Queso havarti,Bloque 200g,2024,4,2024-04-01,4086,7,7
Quesos,Queso mozzarella,Paquete 200g,2024,4,2024-04-01,6043,10,8
Quesos,Queso para untar,Tarrina 250g,2024,4,2024-04-01,3730,5,4
Quesos,Queso parmesano,Rallado 150g,2024,4,2024-04-01,2596,6,5
Quesos,Queso ricota,Envase 250g,2024,4,2024-04-01,3251,7,6
Yogur,Kumis,Botella 1L,2024,4,2024-04-01,11653,21,13
Yogur,Yogur con frutas,Individual,2024,4,2024-04-01,13916,28,15
Yogur,Yogur griego,Individual,2024,4,2024-04-01,17663,37,18
Yogur,Yogur natural,Familiar 1L,2024,4,2024-04-01,8311,17,11
Yogur,Yogur natural,Individual,2024,4,2024-04-01,9454,17,12
Cremas,Crema agria,Tarrina 200g,2024,5,2024-05-01,18317,36,16
Cremas,Crema batida,Spray 250ml,2024,5,2024-05-01,15984,28,17
Cremas,Crema de leche,Cartón 946ml,2024,5,2024-05-01,18458,34,16
Cremas,Queso crema,Tarrina 250g,2024,5,2024-05-01,16621,36,18
Leche,Bebidas lácteas,Botella 1L,2024,5,2024-05-01,4452,10,7
Leche,Bebidas lácteas,Botella 500ml,2024,5,2024-05-01,8763,14,11
Leche,Leche condensada,Lata 397g,2024,5,2024-05-01,6482,14,11
Leche,Leche descremada,Individual,2024,5,2024-05-01,2332,4,3
Leche,Leche descremada,Litro,2024,5,2024-05-01,1608,4,4
Leche,Leche deslactosada,Individual,2024,5,2024-05-01,3406,5,4
Leche,Leche deslactosada,Litro,2024,5,2024-05-01,7268,13,8
Leche,Leche en polvo,Bolsa 400g,2024,5,2024-05-01,7001,13,11
Leche,Leche en polvo,Bolsa 800g,2024,5,2024-05-01,4451,10,7
Leche,Leche entera,Galón,2024,5,2024-05-01,2897,5,5
Leche,Leche entera,Individual,2024,5,2024-05-01,3521,5,5
Leche,Leche entera,Litro,2024,5,2024-05-01,4007,7,6
Leche,Leche evaporada,Lata 354ml,2024,5,2024-05-01,7958,16,9
Leche,Leche saborizada,Botella 500 ml,2024,5,2024-05-01,3603,8,7
Leche,Leche saborizada,Individual,2024,5,2024-05-01,1626,4,4
Leche,Leche semidescremada,Individual,2024,5,2024-05-01,3651,5,3
Leche,Leche semidescremada,Litro,2024,5,2024-05-01,1309,5,5
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,5,2024-05-01,18226,37,17
Mantequilla,Mantequilla con sal,Paquete 454g,2024,5,2024-05-01,22978,48,18
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,5,2024-05-01,23878,58,18
Otros,Cuajada,Envase 250g,2024,5,2024-05-01,16654,36,16
Otros,Dulce de leche,Frasco 250g,2024,5,2024-05-01,24174,46,18
Otros,Helado,Barra individual,2024,5,2024-05-01,4425,11,10
Otros,Helado,Tarrina 500ml,2024,5,2024-05-01,8519,14,11
Otros,Suero de leche,Botella 1L,2024,5,2024-05-01,18225,38,18
Quesos,Queso azul gorgonzola,Cuña 150g,2024,5,2024-05-01,3986,11,8
Quesos,Queso azul roquefort,Cuña 150g,2024,5,2024-05-01,4325,10,10
Quesos,Queso blanco,Bloque 500g,2024,5,2024-05-01,5326,11,10
Quesos,Queso brie,Cuña 200g,2024,5,2024-05-01,4279,9,7
Quesos,Queso camembert,Cuña 200g,2024,5,2024-05-01,4125,8,6
Quesos,Queso cheddar añejo,Bloque 300g,2024,5,2024-05-01,3551,8,6
Quesos,Queso edam,Bloque 300g,2024,5,2024-05-01,6067,10,8
Quesos,Queso en lonchas,Paquete 200g,2024,5,2024-05-01,3786,7,6
Quesos,Queso gouda,Bloque 300g,2024,5,2024-05-01,3613,7,7
Quesos,Queso gruyere,Bloque 300g,2024,5,2024-05-01,5946,16,11
Quesos,Queso havarti,Bloque 200g,2024,5,2024-05-01,6331,13,8
Quesos,Queso mozzarella,Paquete 200g,2024,5,2024-05-01,6619,13,9
Quesos,Queso para untar,Tarrina 250g,2024,5,2024-05-01,3872,8,7
Quesos,Queso parmesano,Rallado 150g,2024,5,2024-05-01,3074,7,6
Quesos,Queso ricota,Envase 250g,2024,5,2024-05-01,7406,14,9
Yogur,Kumis,Botella 1L,2024,5,2024-05-01,19085,39,19
Yogur,Yogur con frutas,Individual,2024,5,2024-05-01,19920,43,18
Yogur,Yogur griego,Individual,2024,5,2024-05-01,22266,40,17
Yogur,Yogur natural,Familiar 1L,2024,5,2024-05-01,6993,15,11
Yogur,Yogur natural,Individual,2024,5,2024-05-01,10807,20,9
Cremas,Crema agria,Tarrina 200g,2024,6,2024-06-01,12906,28,16
Cremas,Crema batida,Spray 250ml,2024,6,2024-06-01,17517,37,15
Cremas,Crema de leche,Cartón 946ml,2024,6,2024-06-01,18103,30,15
Cremas,Queso crema,Tarrina 250g,2024,6,2024-06-01,15702,37,17
Leche,Bebidas lácteas,Botella 1L,2024,6,2024-06-01,6187,10,8
Leche,Bebidas lácteas,Botella 500ml,2024,6,2024-06-01,2897,6,6
Leche,Leche condensada,Lata 397g,2024,6,2024-06-01,6088,12,9
Leche,Leche descremada,Individual,2024,6,2024-06-01,5254,9,6
Leche,Leche descremada,Litro,2024,6,2024-06-01,6009,9,8
Leche,Leche deslactosada,Individual,2024,6,2024-06-01,253,1,1
Leche,Leche deslactosada,Litro,2024,6,2024-06-01,5928,11,8
Leche,Leche en polvo,Bolsa 400g,2024,6,2024-06-01,3447,12,8
Leche,Leche en polvo,Bolsa 800g,2024,6,2024-06-01,4030,7,6
Leche,Leche entera,Galón,2024,6,2024-06-01,3289,7,7
Leche,Leche entera,Individual,2024,6,2024-06-01,2356,6,5
Leche,Leche entera,Litro,2024,6,2024-06-01,1685,5,4
Leche,Leche evaporada,Lata 354ml,2024,6,2024-06-01,5276,9,7
Leche,Leche saborizada,Botella 500 ml,2024,6,2024-06-01,2291,5,5
Leche,Leche saborizada,Individual,2024,6,2024-06-01,4030,9,7
Leche,Leche semidescremada,Individual,2024,6,2024-06-01,3097,6,6
Leche,Leche semidescremada,Litro,2024,6,2024-06-01,3128,9,6
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,6,2024-06-01,23781,44,16
Mantequilla,Mantequilla con sal,Paquete 454g,2024,6,2024-06-01,26012,48,19
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,6,2024-06-01,27274,54,18
Otros,Cuajada,Envase 250g,2024,6,2024-06-01,17773,36,16
Otros,Dulce de leche,Frasco 250g,2024,6,2024-06-01,16181,32,17
Otros,Helado,Barra individual,2024,6,2024-06-01,9392,20,12
Otros,Helado,Tarrina 500ml,2024,6,2024-06-01,10234,21,13
Otros,Suero de leche,Botella 1L,2024,6,2024-06-01,17654,36,17
Quesos,Queso azul gorgonzola,Cuña 150g,2024,6,2024-06-01,3868,8,8
Quesos,Queso azul roquefort,Cuña 150g,2024,6,2024-06-01,5341,10,9
Quesos,Queso blanco,Bloque 500g,2024,6,2024-06-01,6391,13,9
Quesos,Queso brie,Cuña 200g,2024,6,2024-06-01,5756,10,8
Quesos,Queso camembert,Cuña 200g,2024,6,2024-06-01,5697,8,8
Quesos,Queso cheddar añejo,Bloque 300g,2024,6,2024-06-01,7455,12,9
Quesos,Queso edam,Bloque 300g,2024,6,2024-06-01,619,3,2
Quesos,Queso en lonchas,Paquete 200g,2024,6,2024-06-01,9989,19,14
Quesos,Queso gouda,Bloque 300g,2024,6,2024-06-01,4680,10,8
Quesos,Queso gruyere,Bloque 300g,2024,6,2024-06-01,5678,10,10
Quesos,Queso havarti,Bloque 200g,2024,6,2024-06-01,9209,16,12
Quesos,Queso mozzarella,Paquete 200g,2024,6,2024-06-01,5063,9,9
Quesos,Queso para untar,Tarrina 250g,2024,6,2024-06-01,3669,7,7
Quesos,Queso parmesano,Rallado 150g,2024,6,2024-06-01,2561,9,7
Quesos,Queso ricota,Envase 250g,2024,6,2024-06-01,7466,14,10
Yogur,Kumis,Botella 1L,2024,6,2024-06-01,17700,35,19
Yogur,Yogur con frutas,Individual,2024,6,2024-06-01,19944,38,17
Yogur,Yogur griego,Individual,2024,6,2024-06-01,17809,30,14
Yogur,Yogur natural,Familiar 1L,2024,6,2024-06-01,8287,15,12
Yogur,Yogur natural,Individual,2024,6,2024-06-01,6009,13,8
Cremas,Crema agria,Tarrina 200g,2024,7,2024-07-01,20483,36,18
Cremas,Crema batida,Spray 250ml,2024,7,2024-07-01,21083,37,16
Cremas,Crema de leche,Cartón 946ml,2024,7,2024-07-01,13276,23,15
Cremas,Queso crema,Tarrina 250g,2024,7,2024-07-01,14782,32,20
Leche,Bebidas lácteas,Botella 1L,2024,7,2024-07-01,2692,5,4
Leche,Bebidas lácteas,Botella 500ml,2024,7,2024-07-01,3529,9,8
Leche,Leche condensada,Lata 397g,2024,7,2024-07-01,5066,11,9
Leche,Leche descremada,Individual,2024,7,2024-07-01,4773,10,9
Leche,Leche descremada,Litro,2024,7,2024-07-01,5718,11,9
Leche,Leche deslactosada,Individual,2024,7,2024-07-01,2785,7,6
Leche,Leche deslactosada,Litro,2024,7,2024-07-01,4229,7,7
Leche,Leche en polvo,Bolsa 400g,2024,7,2024-07-01,5832,11,9
Leche,Leche en polvo,Bolsa 800g,2024,7,2024-07-01,3870,8,7
Leche,Leche entera,Galón,2024,7,2024-07-01,3000,6,6
Leche,Leche entera,Individual,2024,7,2024-07-01,3038,6,6
Leche,Leche entera,Litro,2024,7,2024-07-01,1726,5,5
Leche,Leche evaporada,Lata 354ml,2024,7,2024-07-01,7973,14,11
Leche,Leche saborizada,Botella 500 ml,2024,7,2024-07-01,3488,6,6
Leche,Leche saborizada,Individual,2024,7,2024-07-01,4553,10,9
Leche,Leche semidescremada,Individual,2024,7,2024-07-01,921,3,3
Leche,Leche semidescremada,Litro,2024,7,2024-07-01,3511,8,6
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,7,2024-07-01,25641,45,20
Mantequilla,Mantequilla con sal,Paquete 454g,2024,7,2024-07-01,29026,56,19
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,7,2024-07-01,13418,34,14
Otros,Cuajada,Envase 250g,2024,7,2024-07-01,17723,34,15
Otros,Dulce de leche,Frasco 250g,2024,7,2024-07-01,18901,32,17
Otros,Helado,Barra individual,2024,7,2024-07-01,10438,19,12
Otros,Helado,Tarrina 500ml,2024,7,2024-07-01,5537,14,12
Otros,Suero de leche,Botella 1L,2024,7,2024-07-01,19220,40,18
Quesos,Queso azul gorgonzola,Cuña 150g,2024,7,2024-07-01,5702,12,7
Quesos,Queso azul roquefort,Cuña 150g,2024,7,2024-07-01,4003,8,7
Quesos,Queso blanco,Bloque 500g,2024,7,2024-07-01,2685,6,6
Quesos,Queso brie,Cuña 200g,2024,7,2024-07-01,3455,7,5
Quesos,Queso camembert,Cuña 200g,2024,7,2024-07-01,7422,14,10
Quesos,Queso cheddar añejo,Bloque 300g,2024,7,2024-07-01,3365,6,6
Quesos,Queso edam,Bloque 300g,2024,7,2024-07-01,4627,9,9
Quesos,Queso en lonchas,Paquete 200g,2024,7,2024-07-01,5599,10,7
Quesos,Queso gouda,Bloque 300g,2024,7,2024-07-01,4777,10,8
Quesos,Queso gruyere,Bloque 300g,2024,7,2024-07-01,2914,7,6
Quesos,Queso havarti,Bloque 200g,2024,7,2024-07-01,2029,4,4
Quesos,Queso mozzarella,Paquete 200g,2024,7,2024-07-01,6044,12,6
Quesos,Queso para untar,Tarrina 250g,2024,7,2024-07-01,2956,5,5
Quesos,Queso parmesano,Rallado 150g,2024,7,2024-07-01,3057,6,6
Quesos,Queso ricota,Envase 250g,2024,7,2024-07-01,6985,11,9
Yogur,Kumis,Botella 1L,2024,7,2024-07-01,16997,38,16
Yogur,Yogur con frutas,Individual,2024,7,2024-07-01,20654,41,16
Yogur,Yogur griego,Individual,2024,7,2024-07-01,21133,42,17
Yogur,Yogur natural,Familiar 1L,2024,7,2024-07-01,7568,16,10
Yogur,Yogur natural,Individual,2024,7,2024-07-01,8442,22,14
Cremas,Crema agria,Tarrina 200g,2024,8,2024-08-01,18346,36,16
Cremas,Crema batida,Spray 250ml,2024,8,2024-08-01,19163,39,18
Cremas,Crema de leche,Cartón 946ml,2024,8,2024-08-01,13686,29,17
Cremas,Queso crema,Tarrina 250g,2024,8,2024-08-01,17622,39,19
Leche,Bebidas lácteas,Botella 1L,2024,8,2024-08-01,3618,7,7
Leche,Bebidas lácteas,Botella 500ml,2024,8,2024-08-01,2835,4,3
Leche,Leche condensada,Lata 397g,2024,8,2024-08-01,11163,23,15
Leche,Leche descremada,Individual,2024,8,2024-08-01,3798,7,6
Leche,Leche descremada,Litro,2024,8,2024-08-01,3420,7,6
Leche,Leche deslactosada,Individual,2024,8,2024-08-01,2641,5,4
Leche,Leche deslactosada,Litro,2024,8,2024-08-01,6145,10,7
Leche,Leche en polvo,Bolsa 400g,2024,8,2024-08-01,6208,10,8
Leche,Leche en polvo,Bolsa 800g,2024,8,2024-08-01,2041,7,7
Leche,Leche entera,Galón,2024,8,2024-08-01,3904,6,6
Leche,Leche entera,Individual,2024,8,2024-08-01,5920,9,7
Leche,Leche entera,Litro,2024,8,2024-08-01,2795,5,4
Leche,Leche evaporada,Lata 354ml,2024,8,2024-08-01,7066,14,10
Leche,Leche saborizada,Botella 500 ml,2024,8,2024-08-01,5486,11,9
Leche,Leche saborizada,Individual,2024,8,2024-08-01,1802,5,5
