Categoría,Producto,Presentación,anio,mes,Fecha_mes,cantidad_total_mes,num_pedidos,num_clientes,lag_1,lag_2,lag_3,media_movil_3,mes_seno,mes_coseno
Cremas,Crema batida,Spray 250ml,2024,8,2024-08-01,19163,39,18,21083.0,17517.0,15984.0,18194.666666666668,-0.8660254037844385,-0.5000000000000004
Cremas,Crema batida,Spray 250ml,2024,9,2024-09-01,8828,21,12,19163.0,21083.0,17517.0,19254.333333333332,-1.0,-1.8369701987210297e-16
Cremas,Crema batida,Spray 250ml,2024,10,2024-10-01,17637,34,15,8828.0,19163.0,21083.0,16358.0,-0.8660254037844386,0.5000000000000001
Cremas,Crema batida,Spray 250ml,2024,11,2024-11-01,15386,30,16,17637.0,8828.0,19163.0,15209.333333333334,-0.5000000000000004,0.8660254037844384
Cremas,Crema batida,Spray 250ml,2024,12,2024-12-01,17171,36,17,15386.0,17637.0,8828.0,13950.333333333334,-2.4492935982947064e-16,1.0
Cremas,Crema de leche,Cartón 946ml,2024,4,2024-04-01,16246,33,18,19853.0,21009.0,14676.0,18512.666666666668,0.8660254037844387,-0.4999999999999998
Cremas,Crema de leche,Cartón 946ml,2024,5,2024-05-01,18458,34,16,16246.0,19853.0,21009.0,19036.0,0.49999999999999994,-0.8660254037844387
Cremas,Crema de leche,Cartón 946ml,2024,6,2024-06-01,18103,30,15,18458.0,16246.0,19853.0,18185.666666666668,1.2246467991473532e-16,-1.0
Cremas,Crema de leche,Cartón 946ml,2024,7,2024-07-01,13276,23,15,18103.0,18458.0,16246.0,17602.333333333332,-0.4999999999999997,-0.8660254037844388
Cremas,Crema de leche,Cartón 946ml,2024,8,2024-08-01,13686,29,17,13276.0,18103.0,18458.0,16612.333333333332,-0.8660254037844385,-0.5000000000000004
Cremas,Crema de leche,Cartón 946ml,2024,9,2024-09-01,14080,32,16,13686.0,13276.0,18103.0,15021.666666666666,-1.0,-1.8369701987210297e-16
Cremas,Crema de leche,Cartón 946ml,2024,10,2024-10-01,16586,29,13,14080.0,13686.0,13276.0,13680.666666666666,-0.8660254037844386,0.5000000000000001
Cremas,Crema de leche,Cartón 946ml,2024,11,2024-11-01,17895,34,15,16586.0,14080.0,13686.0,14784.0,-0.5000000000000004,0.8660254037844384
Cremas,Crema de leche,Cartón 946ml,2024,12,2024-12-01,18130,41,18,17895.0,16586.0,14080.0,16187.0,-2.4492935982947064e-16,1.0
Cremas,Queso crema,Tarrina 250g,2024,4,2024-04-01,22406,41,18,18840.0,22487.0,16982.0,19436.333333333332,0.8660254037844387,-0.4999999999999998
Cremas,Queso crema,Tarrina 250g,2024,5,2024-05-01,16621,36,18,22406.0,18840.0,22487.0,21244.333333333332,0.49999999999999994,-0.8660254037844387
Cremas,Queso crema,Tarrina 250g,2024,6,2024-06-01,15702,37,17,16621.0,22406.0,18840.0,19289.0,1.2246467991473532e-16,-1.0
Cremas,Queso crema,Tarrina 250g,2024,7,2024-07-01,14782,32,20,15702.0,16621.0,22406.0,18243.0,-0.4999999999999997,-0.8660254037844388
Cremas,Queso crema,Tarrina 250g,2024,8,2024-08-01,17622,39,19,14782.0,15702.0,16621.0,15701.666666666666,-0.8660254037844385,-0.5000000000000004
Cremas,Queso crema,Tarrina 250g,2024,9,2024-09-01,15734,34,19,17622.0,14782.0,15702.0,16035.333333333334,-1.0,-1.8369701987210297e-16
Cremas,Queso crema,Tarrina 250g,2024,10,2024-10-01,16231,29,14,15734.0,17622.0,14782.0,16046.0,-0.8660254037844386,0.5000000000000001
Cremas,Queso crema,Tarrina 250g,2024,11,2024-11-01,16709,39,16,16231.0,15734.0,17622.0,16529.0,-0.5000000000000004,0.8660254037844384
Cremas,Queso crema,Tarrina 250g,2024,12,2024-12-01,13523,28,14,16709.0,16231.0,15734.0,16224.666666666666,-2.4492935982947064e-16,1.0
Leche,Bebidas lácteas,Botella 1L,2024,4,2024-04-01,7204,13,11,2702.0,3944.0,3044.0,3230.0,0.8660254037844387,-0.4999999999999998
Leche,Bebidas lácteas,Botella 1L,2024,5,2024-05-01,4452,10,7,7204.0,2702.0,3944.0,4616.666666666667,0.49999999999999994,-0.8660254037844387
Leche,Bebidas lácteas,Botella 1L,2024,6,2024-06-01,6187,10,8,4452.0,7204.0,2702.0,4786.0,1.2246467991473532e-16,-1.0
Leche,Bebidas lácteas,Botella 1L,2024,7,2024-07-01,2692,5,4,6187.0,4452.0,7204.0,5947.666666666667,-0.4999999999999997,-0.8660254037844388
Leche,Bebidas lácteas,Botella 1L,2024,8,2024-08-01,3618,7,7,2692.0,6187.0,4452.0,4443.666666666667,-0.8660254037844385,-0.5000000000000004
Leche,Bebidas lácteas,Botella 1L,2024,9,2024-09-01,2015,5,4,3618.0,2692.0,6187.0,4165.666666666667,-1.0,-1.8369701987210297e-16
Leche,Bebidas lácteas,Botella 1L,2024,10,2024-10-01,6316,15,13,2015.0,3618.0,2692.0,2775.0,-0.8660254037844386,0.5000000000000001
Leche,Bebidas lácteas,Botella 1L,2024,11,2024-11-01,2633,5,5,6316.0,2015.0,3618.0,3983.0,-0.5000000000000004,0.8660254037844384
Leche,Bebidas lácteas,Botella 1L,2024,12,2024-12-01,4167,7,7,2633.0,6316.0,2015.0,3654.6666666666665,-2.4492935982947064e-16,1.0
Leche,Bebidas lácteas,Botella 500ml,2024,4,2024-04-01,4034,7,6,3018.0,2702.0,1872.0,2530.6666666666665,0.8660254037844387,-0.4999999999999998
Leche,Bebidas lácteas,Botella 500ml,2024,5,2024-05-01,8763,14,11,4034.0,3018.0,2702.0,3251.3333333333335,0.49999999999999994,-0.8660254037844387
Leche,Bebidas lácteas,Botella 500ml,2024,6,2024-06-01,2897,6,6,8763.0,4034.0,3018.0,5271.666666666667,1.2246467991473532e-16,-1.0
Leche,Bebidas lácteas,Botella 500ml,2024,7,2024-07-01,3529,9,8,2897.0,8763.0,4034.0,5231.333333333333,-0.4999999999999997,-0.8660254037844388
Leche,Bebidas lácteas,Botella 500ml,2024,8,2024-08-01,2835,4,3,3529.0,2897.0,8763.0,5063.0,-0.8660254037844385,-0.5000000000000004
Leche,Bebidas lácteas,Botella 500ml,2024,9,2024-09-01,5416,9,7,2835.0,3529.0,2897.0,3087.0,-1.0,-1.8369701987210297e-16
Leche,Bebidas lácteas,Botella 500ml,2024,10,2024-10-01,2189,6,5,5416.0,2835.0,3529.0,3926.6666666666665,-0.8660254037844386,0.5000000000000001
Leche,Bebidas lácteas,Botella 500ml,2024,11,2024-11-01,7300,12,8,2189.0,5416.0,2835.0,3480.0,-0.5000000000000004,0.8660254037844384
Leche,Bebidas lácteas,Botella 500ml,2024,12,2024-12-01,2196,5,3,7300.0,2189.0,5416.0,4968.333333333333,-2.4492935982947064e-16,1.0
Leche,Leche condensada,Lata 397g,2024,4,2024-04-01,6695,15,12,7628.0,9175.0,8300.0,8367.666666666666,0.8660254037844387,-0.4999999999999998
Leche,Leche condensada,Lata 397g,2024,5,2024-05-01,6482,14,11,6695.0,7628.0,9175.0,7832.666666666667,0.49999999999999994,-0.8660254037844387
Leche,Leche condensada,Lata 397g,2024,6,2024-06-01,6088,12,9,6482.0,6695.0,7628.0,6935.0,1.2246467991473532e-16,-1.0
Leche,Leche condensada,Lata 397g,2024,7,2024-07-01,5066,11,9,6088.0,6482.0,6695.0,6421.666666666667,-0.4999999999999997,-0.8660254037844388
Leche,Leche condensada,Lata 397g,2024,8,2024-08-01,11163,23,15,5066.0,6088.0,6482.0,5878.666666666667,-0.8660254037844385,-0.5000000000000004
Leche,Leche condensada,Lata 397g,2024,9,2024-09-01,9180,18,13,11163.0,5066.0,6088.0,7439.0,-1.0,-1.8369701987210297e-16
Leche,Leche condensada,Lata 397g,2024,10,2024-10-01,9713,17,13,9180.0,11163.0,5066.0,8469.666666666666,-0.8660254037844386,0.5000000000000001
Leche,Leche condensada,Lata 397g,2024,11,2024-11-01,8235,15,9,9713.0,9180.0,11163.0,10018.666666666666,-0.5000000000000004,0.8660254037844384
Leche,Leche condensada,Lata 397g,2024,12,2024-12-01,8596,16,14,8235.0,9713.0,9180.0,9042.666666666666,-2.4492935982947064e-16,1.0
Leche,Leche descremada,Individual,2024,4,2024-04-01,7254,12,10,3477.0,1229.0,4489.0,3065.0,0.8660254037844387,-0.4999999999999998
Leche,Leche descremada,Individual,2024,5,2024-05-01,2332,4,3,7254.0,3477.0,1229.0,3986.6666666666665,0.49999999999999994,-0.8660254037844387
Leche,Leche descremada,Individual,2024,6,2024-06-01,5254,9,6,2332.0,7254.0,3477.0,4354.333333333333,1.2246467991473532e-16,-1.0
Leche,Leche descremada,Individual,2024,7,2024-07-01,4773,10,9,5254.0,2332.0,7254.0,4946.666666666667,-0.4999999999999997,-0.8660254037844388
Leche,Leche descremada,Individual,2024,8,2024-08-01,3798,7,6,4773.0,5254.0,2332.0,4119.666666666667,-0.8660254037844385,-0.5000000000000004
Leche,Leche descremada,Individual,2024,9,2024-09-01,3342,8,7,3798.0,4773.0,5254.0,4608.333333333333,-1.0,-1.8369701987210297e-16
Leche,Leche descremada,Individual,2024,10,2024-10-01,4529,8,8,3342.0,3798.0,4773.0,3971.0,-0.8660254037844386,0.5000000000000001
Leche,Leche descremada,Individual,2024,11,2024-11-01,4270,10,7,4529.0,3342.0,3798.0,3889.6666666666665,-0.5000000000000004,0.8660254037844384
Leche,Leche descremada,Individual,2024,12,2024-12-01,3734,5,5,4270.0,4529.0,3342.0,4047.0,-2.4492935982947064e-16,1.0
Leche,Leche descremada,Litro,2024,4,2024-04-01,4175,8,7,4519.0,3710.0,3586.0,3938.3333333333335,0.8660254037844387,-0.4999999999999998
Leche,Leche descremada,Litro,2024,5,2024-05-01,1608,4,4,4175.0,4519.0,3710.0,4134.666666666667,0.49999999999999994,-0.8660254037844387
Leche,Leche descremada,Litro,2024,6,2024-06-01,6009,9,8,1608.0,4175.0,4519.0,3434.0,1.2246467991473532e-16,-1.0
Leche,Leche descremada,Litro,2024,7,2024-07-01,5718,11,9,6009.0,1608.0,4175.0,3930.6666666666665,-0.4999999999999997,-0.8660254037844388
Leche,Leche descremada,Litro,2024,8,2024-08-01,3420,7,6,5718.0,6009.0,1608.0,4445.0,-0.8660254037844385,-0.5000000000000004
Leche,Leche descremada,Litro,2024,9,2024-09-01,4078,9,7,3420.0,5718.0,6009.0,5049.0,-1.0,-1.8369701987210297e-16
Leche,Leche descremada,Litro,2024,10,2024-10-01,3543,12,10,4078.0,3420.0,5718.0,4405.333333333333,-0.8660254037844386,0.5000000000000001
Leche,Leche descremada,Litro,2024,11,2024-11-01,4738,10,8,3543.0,4078.0,3420.0,3680.3333333333335,-0.5000000000000004,0.8660254037844384
Leche,Leche descremada,Litro,2024,12,2024-12-01,2988,6,4,4738.0,3543.0,4078.0,4119.666666666667,-2.4492935982947064e-16,1.0
Leche,Leche deslactosada,Individual,2024,4,2024-04-01,4134,10,8,2180.0,3447.0,6659.0,4095.3333333333335,0.8660254037844387,-0.4999999999999998
Leche,Leche deslactosada,Individual,2024,5,2024-05-01,3406,5,4,4134.0,2180.0,3447.0,3253.6666666666665,0.49999999999999994,-0.8660254037844387
Leche,Leche deslactosada,Individual,2024,6,2024-06-01,253,1,1,3406.0,4134.0,2180.0,3240.0,1.2246467991473532e-16,-1.0
Leche,Leche deslactosada,Individual,2024,7,2024-07-01,2785,7,6,253.0,3406.0,4134.0,2597.6666666666665,-0.4999999999999997,-0.8660254037844388
Leche,Leche deslactosada,Individual,2024,8,2024-08-01,2641,5,4,2785.0,253.0,3406.0,2148.0,-0.8660254037844385,-0.5000000000000004
Leche,Leche deslactosada,Individual,2024,9,2024-09-01,3534,10,9,2641.0,2785.0,253.0,1893.0,-1.0,-1.8369701987210297e-16
Leche,Leche deslactosada,Individual,2024,10,2024-10-01,3280,5,4,3534.0,2641.0,2785.0,2986.6666666666665,-0.8660254037844386,0.5000000000000001
Leche,Leche deslactosada,Individual,2024,11,2024-11-01,2441,5,5,3280.0,3534.0,2641.0,3151.6666666666665,-0.5000000000000004,0.8660254037844384
Leche,Leche deslactosada,Individual,2024,12,2024-12-01,1509,3,3,2441.0,3280.0,3534.0,3085.0,-2.4492935982947064e-16,1.0
Leche,Leche deslactosada,Litro,2024,4,2024-04-01,5819,10,9,2268.0,4932.0,4042.0,3747.3333333333335,0.8660254037844387,-0.4999999999999998
Leche,Leche deslactosada,Litro,2024,5,2024-05-01,7268,13,8,5819.0,2268.0,4932.0,4339.666666666667,0.49999999999999994,-0.8660254037844387
Leche,Leche deslactosada,Litro,2024,6,2024-06-01,5928,11,8,7268.0,5819.0,2268.0,5118.333333333333,1.2246467991473532e-16,-1.0
Leche,Leche deslactosada,Litro,2024,7,2024-07-01,4229,7,7,5928.0,7268.0,5819.0,6338.333333333333,-0.4999999999999997,-0.8660254037844388
Leche,Leche deslactosada,Litro,2024,8,2024-08-01,6145,10,7,4229.0,5928.0,7268.0,5808.333333333333,-0.8660254037844385,-0.5000000000000004
Leche,Leche deslactosada,Litro,2024,9,2024-09-01,5434,12,10,6145.0,4229.0,5928.0,5434.0,-1.0,-1.8369701987210297e-16
Leche,Leche deslactosada,Litro,2024,10,2024-10-01,3821,8,8,5434.0,6145.0,4229.0,5269.333333333333,-0.8660254037844386,0.5000000000000001
Leche,Leche deslactosada,Litro,2024,11,2024-11-01,2079,5,5,3821.0,5434.0,6145.0,5133.333333333333,-0.5000000000000004,0.8660254037844384
Leche,Leche deslactosada,Litro,2024,12,2024-12-01,3516,7,7,2079.0,3821.0,5434.0,3778.0,-2.4492935982947064e-16,1.0
Leche,Leche en polvo,Bolsa 400g,2024,4,2024-04-01,4552,7,6,3333.0,6068.0,2807.0,4069.3333333333335,0.8660254037844387,-0.4999999999999998
Leche,Leche en polvo,Bolsa 400g,2024,5,2024-05-01,7001,13,11,4552.0,3333.0,6068.0,4651.0,0.49999999999999994,-0.8660254037844387
Leche,Leche en polvo,Bolsa 400g,2024,6,2024-06-01,3447,12,8,7001.0,4552.0,3333.0,4962.0,1.2246467991473532e-16,-1.0
Leche,Leche en polvo,Bolsa 400g,2024,7,2024-07-01,5832,11,9,3447.0,7001.0,4552.0,5000.0,-0.4999999999999997,-0.8660254037844388
Leche,Leche en polvo,Bolsa 400g,2024,8,2024-08-01,6208,10,8,5832.0,3447.0,7001.0,5426.666666666667,-0.8660254037844385,-0.5000000000000004
Leche,Leche en polvo,Bolsa 400g,2024,9,2024-09-01,6060,13,8,6208.0,5832.0,3447.0,5162.333333333333,-1.0,-1.8369701987210297e-16
Leche,Leche en polvo,Bolsa 400g,2024,10,2024-10-01,2911,8,6,6060.0,6208.0,5832.0,6033.333333333333,-0.8660254037844386,0.5000000000000001
Leche,Leche en polvo,Bolsa 400g,2024,11,2024-11-01,2907,7,6,2911.0,6060.0,6208.0,5059.666666666667,-0.5000000000000004,0.8660254037844384
Leche,Leche en polvo,Bolsa 400g,2024,12,2024-12-01,2544,6,5,2907.0,2911.0,6060.0,3959.3333333333335,-2.4492935982947064e-16,1.0
Leche,Leche en polvo,Bolsa 800g,2024,4,2024-04-01,3392,6,3,5741.0,3533.0,4845.0,4706.333333333333,0.8660254037844387,-0.4999999999999998
Leche,Leche en polvo,Bolsa 800g,2024,5,2024-05-01,4451,10,7,3392.0,5741.0,3533.0,4222.0,0.49999999999999994,-0.8660254037844387
Leche,Leche en polvo,Bolsa 800g,2024,6,2024-06-01,4030,7,6,4451.0,3392.0,5741.0,4528.0,1.2246467991473532e-16,-1.0
Leche,Leche en polvo,Bolsa 800g,2024,7,2024-07-01,3870,8,7,4030.0,4451.0,3392.0,3957.6666666666665,-0.4999999999999997,-0.8660254037844388
Leche,Leche en polvo,Bolsa 800g,2024,8,2024-08-01,2041,7,7,3870.0,4030.0,4451.0,4117.0,-0.8660254037844385,-0.5000000000000004
Leche,Leche en polvo,Bolsa 800g,2024,9,2024-09-01,1574,2,2,2041.0,3870.0,4030.0,3313.6666666666665,-1.0,-1.8369701987210297e-16
Leche,Leche en polvo,Bolsa 800g,2024,10,2024-10-01,3918,7,6,1574.0,2041.0,3870.0,2495.0,-0.8660254037844386,0.5000000000000001
Leche,Leche en polvo,Bolsa 800g,2024,11,2024-11-01,2763,6,6,3918.0,1574.0,2041.0,2511.0,-0.5000000000000004,0.8660254037844384
Leche,Leche en polvo,Bolsa 800g,2024,12,2024-12-01,809,3,2,2763.0,3918.0,1574.0,2751.6666666666665,-2.4492935982947064e-16,1.0
Leche,Leche entera,Galón,2024,4,2024-04-01,3435,7,7,2962.0,1631.0,4896.0,3163.0,0.8660254037844387,-0.4999999999999998
Leche,Leche entera,Galón,2024,5,2024-05-01,2897,5,5,3435.0,2962.0,1631.0,2676.0,0.49999999999999994,-0.8660254037844387
Leche,Leche entera,Galón,2024,6,2024-06-01,3289,7,7,2897.0,3435.0,2962.0,3098.0,1.2246467991473532e-16,-1.0
Leche,Leche entera,Galón,2024,7,2024-07-01,3000,6,6,3289.0,2897.0,3435.0,3207.0,-0.4999999999999997,-0.8660254037844388
Leche,Leche entera,Galón,2024,8,2024-08-01,3904,6,6,3000.0,3289.0,2897.0,3062.0,-0.8660254037844385,-0.5000000000000004
Leche,Leche entera,Galón,2024,9,2024-09-01,4350,8,6,3904.0,3000.0,3289.0,3397.6666666666665,-1.0,-1.8369701987210297e-16
Leche,Leche entera,Galón,2024,10,2024-10-01,3611,5,5,4350.0,3904.0,3000.0,3751.3333333333335,-0.8660254037844386,0.5000000000000001
Leche,Leche entera,Galón,2024,11,2024-11-01,3696,6,5,3611.0,4350.0,3904.0,3955.0,-0.5000000000000004,0.8660254037844384
Leche,Leche entera,Galón,2024,12,2024-12-01,2269,3,3,3696.0,3611.0,4350.0,3885.6666666666665,-2.4492935982947064e-16,1.0
Leche,Leche entera,Individual,2024,4,2024-04-01,730,2,2,6297.0,2844.0,2374.0,3838.3333333333335,0.8660254037844387,-0.4999999999999998
Leche,Leche entera,Individual,2024,5,2024-05-01,3521,5,5,730.0,6297.0,2844.0,3290.3333333333335,0.49999999999999994,-0.8660254037844387
Leche,Leche entera,Individual,2024,6,2024-06-01,2356,6,5,3521.0,730.0,6297.0,3516.0,1.2246467991473532e-16,-1.0
Leche,Leche entera,Individual,2024,7,2024-07-01,3038,6,6,2356.0,3521.0,730.0,2202.3333333333335,-0.4999999999999997,-0.8660254037844388
Leche,Leche entera,Individual,2024,8,2024-08-01,5920,9,7,3038.0,2356.0,3521.0,2971.6666666666665,-0.8660254037844385,-0.5000000000000004
Leche,Leche entera,Individual,2024,9,2024-09-01,780,3,3,5920.0,3038.0,2356.0,3771.3333333333335,-1.0,-1.8369701987210297e-16
Leche,Leche entera,Individual,2024,10,2024-10-01,4655,9,7,780.0,5920.0,3038.0,3246.0,-0.8660254037844386,0.5000000000000001
Leche,Leche entera,Individual,2024,11,2024-11-01,2123,7,6,4655.0,780.0,5920.0,3785.0,-0.5000000000000004,0.8660254037844384
Leche,Leche entera,Individual,2024,12,2024-12-01,3791,7,6,2123.0,4655.0,780.0,2519.3333333333335,-2.4492935982947064e-16,1.0
Leche,Leche entera,Litro,2024,4,2024-04-01,2756,7,7,1664.0,3034.0,1384.0,2027.3333333333333,0.8660254037844387,-0.4999999999999998
Leche,Leche entera,Litro,2024,5,2024-05-01,4007,7,6,2756.0,1664.0,3034.0,2484.6666666666665,0.49999999999999994,-0.8660254037844387
Leche,Leche entera,Litro,2024,6,2024-06-01,1685,5,4,4007.0,2756.0,1664.0,2809.0,1.2246467991473532e-16,-1.0
Leche,Leche entera,Litro,2024,7,2024-07-01,1726,5,5,1685.0,4007.0,2756.0,2816.0,-0.4999999999999997,-0.8660254037844388
Leche,Leche entera,Litro,2024,8,2024-08-01,2795,5,4,1726.0,1685.0,4007.0,2472.6666666666665,-0.8660254037844385,-0.5000000000000004
Leche,Leche entera,Litro,2024,9,2024-09-01,768,2,2,2795.0,1726.0,1685.0,2068.6666666666665,-1.0,-1.8369701987210297e-16
Leche,Leche entera,Litro,2024,10,2024-10-01,114,2,2,768.0,2795.0,1726.0,1763.0,-0.8660254037844386,0.5000000000000001
Leche,Leche entera,Litro,2024,11,2024-11-01,3261,7,7,114.0,768.0,2795.0,1225.6666666666667,-0.5000000000000004,0.8660254037844384
Leche,Leche entera,Litro,2024,12,2024-12-01,2841,6,5,3261.0,114.0,768.0,1381.0,-2.4492935982947064e-16,1.0
Leche,Leche evaporada,Lata 354ml,2024,4,2024-04-01,10901,20,13,6541.0,11276.0,8083.0,8633.333333333334,0.8660254037844387,-0.4999999999999998
Leche,Leche evaporada,Lata 354ml,2024,5,2024-05-01,7958,16,9,10901.0,6541.0,11276.0,9572.666666666666,0.49999999999999994,-0.8660254037844387
Leche,Leche evaporada,Lata 354ml,2024,6,2024-06-01,5276,9,7,7958.0,10901.0,6541.0,8466.666666666666,1.2246467991473532e-16,-1.0
Leche,Leche evaporada,Lata 354ml,2024,7,2024-07-01,7973,14,11,5276.0,7958.0,10901.0,8045.0,-0.4999999999999997,-0.8660254037844388
Leche,Leche evaporada,Lata 354ml,2024,8,2024-08-01,7066,14,10,7973.0,5276.0,7958.0,7069.0,-0.8660254037844385,-0.5000000000000004
Leche,Leche evaporada,Lata 354ml,2024,9,2024-09-01,9685,17,12,7066.0,7973.0,5276.0,6771.666666666667,-1.0,-1.8369701987210297e-16
Leche,Leche evaporada,Lata 354ml,2024,10,2024-10-01,5388,15,10,9685.0,7066.0,7973.0,8241.333333333334,-0.8660254037844386,0.5000000000000001
Leche,Leche evaporada,Lata 354ml,2024,11,2024-11-01,4398,7,7,5388.0,9685.0,7066.0,7379.666666666667,-0.5000000000000004,0.8660254037844384
Leche,Leche evaporada,Lata 354ml,2024,12,2024-12-01,3136,7,6,4398.0,5388.0,9685.0,6490.333333333333,-2.4492935982947064e-16,1.0
Leche,Leche saborizada,Botella 500 ml,2024,4,2024-04-01,4711,10,8,4839.0,1325.0,2248.0,2804.0,0.8660254037844387,-0.4999999999999998
Leche,Leche saborizada,Botella 500 ml,2024,5,2024-05-01,3603,8,7,4711.0,4839.0,1325.0,3625.0,0.49999999999999994,-0.8660254037844387
Leche,Leche saborizada,Botella 500 ml,2024,6,2024-06-01,2291,5,5,3603.0,4711.0,4839.0,4384.333333333333,1.2246467991473532e-16,-1.0
Leche,Leche saborizada,Botella 500 ml,2024,7,2024-07-01,3488,6,6,2291.0,3603.0,4711.0,3535.0,-0.4999999999999997,-0.8660254037844388
Leche,Leche saborizada,Botella 500 ml,2024,8,2024-08-01,5486,11,9,3488.0,2291.0,3603.0,3127.3333333333335,-0.8660254037844385,-0.5000000000000004
Leche,Leche saborizada,Botella 500 ml,2024,9,2024-09-01,3546,8,8,5486.0,3488.0,2291.0,3755.0,-1.0,-1.8369701987210297e-16
Leche,Leche saborizada,Botella 500 ml,2024,10,2024-10-01,4984,9,7,3546.0,5486.0,3488.0,4173.333333333333,-0.8660254037844386,0.5000000000000001
Leche,Leche saborizada,Botella 500 ml,2024,11,2024-11-01,4713,8,7,4984.0,3546.0,5486.0,4672.0,-0.5000000000000004,0.8660254037844384
Leche,Leche saborizada,Botella 500 ml,2024,12,2024-12-01,7083,16,13,4713.0,4984.0,3546.0,4414.333333333333,-2.4492935982947064e-16,1.0
Leche,Leche saborizada,Individual,2024,4,2024-04-01,4030,10,7,6551.0,4456.0,3146.0,4717.666666666667,0.8660254037844387,-0.4999999999999998
Leche,Leche saborizada,Individual,2024,5,2024-05-01,1626,4,4,4030.0,6551.0,4456.0,5012.333333333333,0.49999999999999994,-0.8660254037844387
Leche,Leche saborizada,Individual,2024,6,2024-06-01,4030,9,7,1626.0,4030.0,6551.0,4069.0,1.2246467991473532e-16,-1.0
Leche,Leche saborizada,Individual,2024,7,2024-07-01,4553,10,9,4030.0,1626.0,4030.0,3228.6666666666665,-0.4999999999999997,-0.8660254037844388
Leche,Leche saborizada,Individual,2024,8,2024-08-01,1802,5,5,4553.0,4030.0,1626.0,3403.0,-0.8660254037844385,-0.5000000000000004
Leche,Leche saborizada,Individual,2024,9,2024-09-01,6747,10,7,1802.0,4553.0,4030.0,3461.6666666666665,-1.0,-1.8369701987210297e-16
Leche,Leche saborizada,Individual,2024,10,2024-10-01,5636,10,7,6747.0,1802.0,4553.0,4367.333333333333,-0.8660254037844386,0.5000000000000001
Leche,Leche saborizada,Individual,2024,11,2024-11-01,4762,7,5,5636.0,6747.0,1802.0,4728.333333333333,-0.5000000000000004,0.8660254037844384
Leche,Leche saborizada,Individual,2024,12,2024-12-01,3158,7,6,4762.0,5636.0,6747.0,5715.0,-2.4492935982947064e-16,1.0
Leche,Leche semidescremada,Individual,2024,4,2024-04-01,3913,9,8,2902.0,3743.0,5639.0,4094.6666666666665,0.8660254037844387,-0.4999999999999998
Leche,Leche semidescremada,Individual,2024,5,2024-05-01,3651,5,3,3913.0,2902.0,3743.0,3519.3333333333335,0.49999999999999994,-0.8660254037844387
Leche,Leche semidescremada,Individual,2024,6,2024-06-01,3097,6,6,3651.0,3913.0,2902.0,3488.6666666666665,1.2246467991473532e-16,-1.0
Leche,Leche semidescremada,Individual,2024,7,2024-07-01,921,3,3,3097.0,3651.0,3913.0,3553.6666666666665,-0.4999999999999997,-0.8660254037844388
Leche,Leche semidescremada,Individual,2024,8,2024-08-01,8911,15,10,921.0,3097.0,3651.0,2556.3333333333335,-0.8660254037844385,-0.5000000000000004
Leche,Leche semidescremada,Individual,2024,9,2024-09-01,2796,4,4,8911.0,921.0,3097.0,4309.666666666667,-1.0,-1.8369701987210297e-16
